SUDT ACCESSPORT LOG FILE - Monitor mode

监控: COM3
创建时间: 2010-04-27, 10:05:25
计算机名: 齅J奆
系统版本: Microsoft Windows 2000 Server Service Pack 4 (Build 2195)

#       Time        Function                        Data ( Hex )	

1       [00000000]  IRP_MJ_CREATE                   Port Opened - s
2       [00000000]  IOCTL_SERIAL_SET_BAUD_RATE      Baud Rate: 9600
3       [00000000]  IOCTL_SERIAL_SET_LINE_CONTROL   StopBits: 1, Parity: No, DataBits: 8
156     [00024627]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
157     [00024632]  IRP_MJ_READ                     Length: 0042, Data: 13 83 29 51 66 20 0B 13 83 29 50 69 00 65 2E 3A A7 00 01 00 00 3A A2 00 01 00 01 3A 9F 00 01 00 01 3A A8 00 01 00 00 FB 9C F3 
158     [00026707]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
159     [00026708]  IRP_MJ_READ                     Length: 0024, Data: 13 78 05 06 79 10 0B 13 83 29 50 69 00 65 2E 3A A7 00 01 00 01 3A A2 00 
160     [00026710]  IRP_MJ_READ                     Length: 0018, Data: 01 00 01 3A 9F 00 01 00 01 3A A8 00 01 00 00 C6 60 9C 
161     [00029055]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
162     [00029055]  IRP_MJ_READ                     Length: 0008, Data: 13 83 29 76 73 30 0B 13 
163     [00029056]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 2E 3A 
164     [00029056]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 01 3A A2 00 
165     [00029057]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
166     [00029057]  IRP_MJ_READ                     Length: 0008, Data: 01 3A A8 00 01 00 00 C6 
167     [00029058]  IRP_MJ_READ                     Length: 0002, Data: 60 11 
168     [00031546]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
169     [00031546]  IRP_MJ_READ                     Length: 0008, Data: 13 83 29 52 73 20 0B 13 
170     [00031547]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 2E 3A 
171     [00031547]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 00 3A A2 00 
172     [00031548]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
173     [00031548]  IRP_MJ_READ                     Length: 0008, Data: 01 3A A8 00 01 00 01 3A 
174     [00031549]  IRP_MJ_READ                     Length: 0002, Data: 5C E5 
175     [00033204]  IRP_MJ_READ                     Length: 0008, Data: 12 34 56 00 32 80 01 0B 
176     [00033205]  IRP_MJ_READ                     Length: 0008, Data: 13 83 29 96 28 90 0B 13 
177     [00033205]  IRP_MJ_READ                     Length: 0008, Data: 83 29 50 69 00 65 2E 3A 
178     [00033206]  IRP_MJ_READ                     Length: 0008, Data: A7 00 01 00 01 3A A2 00 
179     [00033206]  IRP_MJ_READ                     Length: 0008, Data: 01 00 01 3A 9F 00 01 00 
180     [00033207]  IRP_MJ_READ                     Length: 0008, Data: 00 3A A8 00 01 00 00 D6 
181     [00033207]  IRP_MJ_READ                     Length: 0002, Data: A0 DB 
